,MSE,R2
StandardScaler(),0.9565223465121178,0.8206382090667969
RobustScaler(),0.8772198379944726,0.8355085777571747
MaxAbsScaler(),4.863073394727949,0.08810331854911191
PowerTransformer(standardize=False),9.876556440875191,-0.8519973505561949
None,0.7692644662702394,0.8557517732077817
normalize,0.895262724940284,0.8321252751840496
MinMax,4.969274992546731,0.06818898110137372
