,MSE,R2
StandardScaler(),2.161428797791906,0.6188708055135058
RobustScaler(),1.4526031102004386,0.7438594998526662
MaxAbsScaler(),1.095672977978788,0.8067977256783649
PowerTransformer(standardize=False),0.956631178767605,0.8313152526898715
None,0.7130779518925385,0.8742614951329766
normalize,0.8547645870524606,0.8492775987477846
MinMaxScaler(),2.266588670336239,0.6003277484597325
