,MSE,R2
StandardScaler(),0.9123612132737929,0.839121466943072
RobustScaler(),0.835342312943412,0.8527023683695458
MaxAbsScaler(),3.451519612053323,0.3913864334369489
PowerTransformer(standardize=False),8.548472702931582,-0.5073698095845263
None,0.7130779518925385,0.8742614951329766
normalize,0.8547645870524606,0.8492775987477846
MinMaxScaler(),3.451519612053323,0.3913864334369489
