Algorithm,MSE,R2
AdaBoost,16.96114658333571,0.8101815581774228
KernelRidgeRegression,6.753045279763444,0.92538495374519
KNN,11.568906680129295,0.8715299504700905
LGBM,6.00299367065386,0.9317575941046077
RandomForest,12.179694541965596,0.8632368482654292
