MSE,R2
0.0024168937054127346,0.5305255116267784
0.0012176094859732431,0.34376863606581376
0.0014136409195106704,0.5622155088752989
0.0019491852753416939,0.35992561509021914
0.0017094611796046313,0.16337703315642405
