Algorithm,MSE,R2
AdaBoost,13.758627896049912,0.7486611747076426
KernelRidgeRegression,7.380177106412741,0.8577609876229997
KNN,11.66236022466866,0.7781575386479782
LGBM,8.275848351453783,0.8471650066802249
RandomForest,10.316467177593335,0.807074075835729
