MSE,R2
1.0302855145755545e-05,-6187854566.780106
6.084849243873488e-06,-2324602860593.4434
5.344630208112781e-06,-2613089898.971747
0.0006574642160223945,0.003941278182443608
5.83769699061667e-06,-37986003289.23943
4.003277949669341e-05,-34.77093862584106
8.020156912195669e-06,-4184350402.1432233
4.366101113679693e-06,-39492787380385.195
7.794262784012775e-06,-66381461221571.39
9.107926437359917e-06,-57864318262.54188
