,R2,MSE
0.005,0.914324351580018,3.8008129596710205
0.013000000000000001,0.8908904734631593,3.9431660175323486
0.009000000000000001,0.8840801837344868,6.018921852111816
0.017,0.8335366164718203,7.100348949432373
0.001,0.748311934391826,9.380510330200195
