,R2,MSE
0.003,0.9268261309964327,2.314927577972412
0.009000000000000001,0.9208281827885005,3.316220283508301
0.005,0.8568635637758479,8.68139934539795
0.007,0.7759573913310536,12.846846580505371
0.001,0.7713421231391465,7.90219783782959
