,MSE,R2
StandardScaler(),67.253822218579,-0.23502813303125336
RobustScaler(),16.272098987034923,0.7011842692428298
MaxAbsScaler(),7.643716026014679,0.8596331922615678
PowerTransformer(standardize=False),8.30122036243905,0.8475589885020405
None,5.636995542681936,0.8964839788829022
normalize,7.373738436037643,0.864590976189832
MinMax,40.631034555330835,0.2538644036184442
