,MSE,R2
StandardScaler(),6.8296145246983615,0.8745830973242257
RobustScaler(),6.40568826942296,0.8823679463383696
MaxAbsScaler(),40.631034555330835,0.2538644036184442
PowerTransformer(standardize=False),60.592168084179015,-0.1126956023719754
None,5.636995542681936,0.8964839788829022
normalize,7.373738436037643,0.864590976189832
MinMax,40.631034555330835,0.2538644036184442
