Compound,SMILES,InChI,logS,Temperature,logS-dataSource,HenryConstant,HenryConstant-dataSource,nIsomers
MCM:DMPHCOME,O,InChI=1S/H2O/h1H2,,25.0,,2.546666666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:DMPHCOMOOH,O,InChI=1S/H2O/h1H2,,25.0,,18383.33333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:EMPHCOME,O,InChI=1S/H2O/h1H2,,25.0,,2.283333333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:EMPHCOMOOH,O,InChI=1S/H2O/h1H2,,25.0,,16910.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:BIACETOH,O,InChI=1S/H2O/h1H2,,25.0,,3134.566666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CO2H3CO3H,O,InChI=1S/H2O/h1H2,,25.0,,672380.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:H13CO2CO3H,O,InChI=1S/H2O/h1H2,,25.0,,400190000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:H14CO23C4,O,InChI=1S/H2O/h1H2,,25.0,,550533.3333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:H1C23C4OOH,O,InChI=1S/H2O/h1H2,,25.0,,150001233.33333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HMVKAOOH,O,InChI=1S/H2O/h1H2,,25.0,,307000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HMVKBOOH,O,InChI=1S/H2O/h1H2,,25.0,,5400400.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HO12CO3C4,O,InChI=1S/H2O/h1H2,,25.0,,15933.333333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HO14CO2C4,O,InChI=1S/H2O/h1H2,,25.0,,336333.3333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HOCO3C4OOH,O,InChI=1S/H2O/h1H2,,25.0,,4000000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:MEKAOH,O,InChI=1S/H2O/h1H2,,25.0,,516.6666666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:MEKCOH,O,InChI=1S/H2O/h1H2,,25.0,,31.366666666666664,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:MVKOHAOH,O,InChI=1S/H2O/h1H2,,25.0,,3329666.6666666665,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:MVKOHAOOH,O,InChI=1S/H2O/h1H2,,25.0,,161266666.66666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:MVKOHBOOH,O,InChI=1S/H2O/h1H2,,25.0,,756860000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:MVKOH,O,InChI=1S/H2O/h1H2,,25.0,,85.3,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C517OH,O,InChI=1S/H2O/h1H2,,25.0,,661200.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C517OOH,O,InChI=1S/H2O/h1H2,,25.0,,3500333.333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C519OOH,O,InChI=1S/H2O/h1H2,,25.0,,3493333.333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C51OH2CO,O,InChI=1S/H2O/h1H2,,25.0,,19.2,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C51OH,O,InChI=1S/H2O/h1H2,,25.0,,121633.33333333331,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C51OOH,O,InChI=1S/H2O/h1H2,,25.0,,5038666.666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C521OH,O,InChI=1S/H2O/h1H2,,25.0,,20003200.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C521OOH,O,InChI=1S/H2O/h1H2,,25.0,,2173009000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C524CO,O,InChI=1S/H2O/h1H2,,25.0,,78666.66666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C525OOH,O,InChI=1S/H2O/h1H2,,25.0,,1333334366666.6667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C53OH,O,InChI=1S/H2O/h1H2,,25.0,,374666.6666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C53OOH,O,InChI=1S/H2O/h1H2,,25.0,,3954000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C55OOH,O,InChI=1S/H2O/h1H2,,25.0,,540933.3333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C59OOH,O,InChI=1S/H2O/h1H2,,25.0,,420010000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C5CO243OH,O,InChI=1S/H2O/h1H2,,25.0,,4036.6,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C5OHCO4OOH,O,InChI=1S/H2O/h1H2,,25.0,,703666.6666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CO2C5OH,O,InChI=1S/H2O/h1H2,,25.0,,1340.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CO2H3MCO3H,O,InChI=1S/H2O/h1H2,,25.0,,367745.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CO3H4CO3H,O,InChI=1S/H2O/h1H2,,25.0,,536726.6666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:DIEKAOH,O,InChI=1S/H2O/h1H2,,25.0,,27.63333333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:H3C2C4CO3H,O,InChI=1S/H2O/h1H2,,25.0,,3300210.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HC23C4CO3H,O,InChI=1S/H2O/h1H2,,25.0,,1536667333.3333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HCOC5,O,InChI=1S/H2O/h1H2,,25.0,,52.46666666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HMVKBCO3H,O,InChI=1S/H2O/h1H2,,25.0,,48600700.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HO13CO4C5,O,InChI=1S/H2O/h1H2,,25.0,,93866.66666666669,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HO14CO2C5,O,InChI=1S/H2O/h1H2,,25.0,,507400.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HO14CO3C5,O,InChI=1S/H2O/h1H2,,25.0,,540833.3333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HO1CO24C5,O,InChI=1S/H2O/h1H2,,25.0,,12193.333333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HO1CO34C5,O,InChI=1S/H2O/h1H2,,25.0,,41703.333333333336,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HO1CO3C5,O,InChI=1S/H2O/h1H2,,25.0,,214.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HO2CO4C5,O,InChI=1S/H2O/h1H2,,25.0,,510.3333333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HOCO3C5OOH,O,InChI=1S/H2O/h1H2,,25.0,,3781666.6666666665,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HOCO4C5OOH,O,InChI=1S/H2O/h1H2,,25.0,,3978666.6666666665,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:MBOACO,O,InChI=1S/H2O/h1H2,,25.0,,1486.6666666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:ME3CO2BUOL,O,InChI=1S/H2O/h1H2,,25.0,,20.03333333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:MIPKAOH,O,InChI=1S/H2O/h1H2,,25.0,,18.7,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:MIPKBOH,O,InChI=1S/H2O/h1H2,,25.0,,277.6666666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:MPRKAOH,O,InChI=1S/H2O/h1H2,,25.0,,32.4,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:BZOBIPEROH,O,InChI=1S/H2O/h1H2,,25.0,,7734533.333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C4COMEOH,O,InChI=1S/H2O/h1H2,,25.0,,13.333333333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C4COMOH3OH,O,InChI=1S/H2O/h1H2,,25.0,,259233.3333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C4COMOHOOH,O,InChI=1S/H2O/h1H2,,25.0,,451666.6666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C4MOHOCO3H,O,InChI=1S/H2O/h1H2,,25.0,,468493.3333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C517CO3H,O,InChI=1S/H2O/h1H2,,25.0,,43669266.66666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C519CO3H,O,InChI=1S/H2O/h1H2,,25.0,,45335166.66666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C5COHOCO3H,O,InChI=1S/H2O/h1H2,,25.0,,196743360.3333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C5O5OHCO3H,O,InChI=1S/H2O/h1H2,,25.0,,434970.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C610OH,O,InChI=1S/H2O/h1H2,,25.0,,134300.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C610OOH,O,InChI=1S/H2O/h1H2,,25.0,,4668833.333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C611OH,O,InChI=1S/H2O/h1H2,,25.0,,1197.8333333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C612OH,O,InChI=1S/H2O/h1H2,,25.0,,203666.66666666663,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C612OOH,O,InChI=1S/H2O/h1H2,,25.0,,2178500.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C613OOH,O,InChI=1S/H2O/h1H2,,25.0,,466670666.6666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C614CO,O,InChI=1S/H2O/h1H2,,25.0,,1300296.6666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C614OH,O,InChI=1S/H2O/h1H2,,25.0,,34036300.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C614OOH,O,InChI=1S/H2O/h1H2,,25.0,,2627668066.6666665,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C619OH,O,InChI=1S/H2O/h1H2,,25.0,,853666.6666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C61CO,O,InChI=1S/H2O/h1H2,,25.0,,8633.333333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C61OH,O,InChI=1S/H2O/h1H2,,25.0,,173733.33333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C61OOH,O,InChI=1S/H2O/h1H2,,25.0,,4567766.666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C621OOH,O,InChI=1S/H2O/h1H2,,25.0,,335667833333.3333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C624CO,O,InChI=1S/H2O/h1H2,,25.0,,305.3333333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C625OH,O,InChI=1S/H2O/h1H2,,25.0,,134007000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C625OOH,O,InChI=1S/H2O/h1H2,,25.0,,6927233333.333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C627OH,O,InChI=1S/H2O/h1H2,,25.0,,66233.33333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C630OH,O,InChI=1S/H2O/h1H2,,25.0,,585666.6666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C630OOH,O,InChI=1S/H2O/h1H2,,25.0,,6776666.666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C63OH,O,InChI=1S/H2O/h1H2,,25.0,,87333.33333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C63OOH,O,InChI=1S/H2O/h1H2,,25.0,,3704000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C64OH,O,InChI=1S/H2O/h1H2,,25.0,,102033.33333333331,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C64OOH,O,InChI=1S/H2O/h1H2,,25.0,,2800600.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C66CO,O,InChI=1S/H2O/h1H2,,25.0,,34347.333333333336,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C66OH,O,InChI=1S/H2O/h1H2,,25.0,,317733.3333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C66OOH,O,InChI=1S/H2O/h1H2,,25.0,,3611000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C67CO3H,O,InChI=1S/H2O/h1H2,,25.0,,1520113.3333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C69OH,O,InChI=1S/H2O/h1H2,,25.0,,303000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C69OOH,O,InChI=1S/H2O/h1H2,,25.0,,3768933.3333333335,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C6CO23HO5,O,InChI=1S/H2O/h1H2,,25.0,,33352.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C6CO243OH,O,InChI=1S/H2O/h1H2,,25.0,,2485.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C6CO34HO1,O,InChI=1S/H2O/h1H2,,25.0,,31031.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C6CO3HO14,O,InChI=1S/H2O/h1H2,,25.0,,308970.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C6CO3HO25,O,InChI=1S/H2O/h1H2,,25.0,,372933.3333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C6CO3HO4,O,InChI=1S/H2O/h1H2,,25.0,,223.86666666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C6CO3OHOOH,O,InChI=1S/H2O/h1H2,,25.0,,3565000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C6HOCOOOH,O,InChI=1S/H2O/h1H2,,25.0,,3306666.6666666665,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CO24M3C5OH,O,InChI=1S/H2O/h1H2,,25.0,,5003.333333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CO25C6OH,O,InChI=1S/H2O/h1H2,,25.0,,55266.66666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CO2HO3C6,O,InChI=1S/H2O/h1H2,,25.0,,22.566666666666663,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CO2HO4C6,O,InChI=1S/H2O/h1H2,,25.0,,309.6666666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CO2HOC6OOH,O,InChI=1S/H2O/h1H2,,25.0,,3371000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CO2M3C5OH,O,InChI=1S/H2O/h1H2,,25.0,,756.6666666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CO2MC5OH,O,InChI=1S/H2O/h1H2,,25.0,,840.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CY6DIONOH,O,InChI=1S/H2O/h1H2,,25.0,,31410000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CYHXOLACO,O,InChI=1S/H2O/h1H2,,25.0,,495.3333333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CYHXONAOH,O,InChI=1S/H2O/h1H2,,25.0,,40783.333333333336,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:DMK2OH,O,InChI=1S/H2O/h1H2,,25.0,,1493420.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:DMKCOOH,O,InChI=1S/H2O/h1H2,,25.0,,323336.6666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:DMKOHOOH,O,InChI=1S/H2O/h1H2,,25.0,,139103333.33333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:EIPKAOH,O,InChI=1S/H2O/h1H2,,25.0,,13.8,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:EIPKBOH,O,InChI=1S/H2O/h1H2,,25.0,,156.33333333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:H13M3CO4C5,O,InChI=1S/H2O/h1H2,,25.0,,61100.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:H3C25C6OH,O,InChI=1S/H2O/h1H2,,25.0,,16198333.333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:H3C25C6OOH,O,InChI=1S/H2O/h1H2,,25.0,,113339333.33333331,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HEX3ONAOH,O,InChI=1S/H2O/h1H2,,25.0,,267.3333333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HEX3ONCOH,O,InChI=1S/H2O/h1H2,,25.0,,17.033333333333335,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HEX3ONDOH,O,InChI=1S/H2O/h1H2,,25.0,,136.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HO1CO24C6,O,InChI=1S/H2O/h1H2,,25.0,,5950.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HO1CO4C6,O,InChI=1S/H2O/h1H2,,25.0,,659.3333333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HO2CO5C6,O,InChI=1S/H2O/h1H2,,25.0,,1033.3333333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:M2BKAOH,O,InChI=1S/H2O/h1H2,,25.0,,288.6666666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:M2BKBOH,O,InChI=1S/H2O/h1H2,,25.0,,17.166666666666668,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:MBKCOOHOOH,O,InChI=1S/H2O/h1H2,,25.0,,84033486.66666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:MIBKAOH3CO,O,InChI=1S/H2O/h1H2,,25.0,,1020.8,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:MIBKBOH,O,InChI=1S/H2O/h1H2,,25.0,,24.03333333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:MIBKHO14,O,InChI=1S/H2O/h1H2,,25.0,,274033.3333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:MIBKHO4OOH,O,InChI=1S/H2O/h1H2,,25.0,,2239000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:MIBKOH34,O,InChI=1S/H2O/h1H2,,25.0,,15440.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:MIBKOHAOOH,O,InChI=1S/H2O/h1H2,,25.0,,2760160.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:MIBKOHBOOH,O,InChI=1S/H2O/h1H2,,25.0,,2531066.6666666665,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:MTBKOH,O,InChI=1S/H2O/h1H2,,25.0,,162.66666666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:PBZQCO,O,InChI=1S/H2O/h1H2,,25.0,,1202880000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:PBZQOH,O,InChI=1S/H2O/h1H2,,25.0,,167916666.66666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:PBZQOOH,O,InChI=1S/H2O/h1H2,,25.0,,2400466666.6666665,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C61CO3H,O,InChI=1S/H2O/h1H2,,25.0,,260153470.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C62CO3H,O,InChI=1S/H2O/h1H2,,25.0,,296836723.3333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C711OOH,O,InChI=1S/H2O/h1H2,,25.0,,1915300.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C712OH,O,InChI=1S/H2O/h1H2,,25.0,,149183.33333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C712OOH,O,InChI=1S/H2O/h1H2,,25.0,,2420266.6666666665,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C713OH,O,InChI=1S/H2O/h1H2,,25.0,,14123.333333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C714OH,O,InChI=1S/H2O/h1H2,,25.0,,24006.666666666668,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C719OH,O,InChI=1S/H2O/h1H2,,25.0,,23923333333.33333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C719OOH,O,InChI=1S/H2O/h1H2,,25.0,,217666666666.66663,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C71OOH,O,InChI=1S/H2O/h1H2,,25.0,,2981000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C726CO3OH,O,InChI=1S/H2O/h1H2,,25.0,,37000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C72OH,O,InChI=1S/H2O/h1H2,,25.0,,106956.66666666669,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C72OOH,O,InChI=1S/H2O/h1H2,,25.0,,3410600.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C76OOH,O,InChI=1S/H2O/h1H2,,25.0,,3105666.6666666665,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C77CO,O,InChI=1S/H2O/h1H2,,25.0,,3424.333333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C77OH,O,InChI=1S/H2O/h1H2,,25.0,,135956.66666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C77OOH,O,InChI=1S/H2O/h1H2,,25.0,,2384833.333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C78CO,O,InChI=1S/H2O/h1H2,,25.0,,20009.33333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C78OH,O,InChI=1S/H2O/h1H2,,25.0,,103566.66666666669,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C78OOH,O,InChI=1S/H2O/h1H2,,25.0,,1994666.6666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C79OOH,O,InChI=1S/H2O/h1H2,,25.0,,76667233.33333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C7BDCOH,O,InChI=1S/H2O/h1H2,,25.0,,1253357.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C7BDCOOH,O,InChI=1S/H2O/h1H2,,25.0,,77500009.66666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C7EDCCO,O,InChI=1S/H2O/h1H2,,25.0,,250002.9,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C7EDCOH,O,InChI=1S/H2O/h1H2,,25.0,,976723.3333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C7EDCOOH,O,InChI=1S/H2O/h1H2,,25.0,,124868100.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CO25C73OH,O,InChI=1S/H2O/h1H2,,25.0,,29166.666666666668,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CO25C74OH,O,InChI=1S/H2O/h1H2,,25.0,,29900.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:H2M2CO5C6,O,InChI=1S/H2O/h1H2,,25.0,,660.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:H2M3CO5C6,O,InChI=1S/H2O/h1H2,,25.0,,680.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:H2M4CO5C6,O,InChI=1S/H2O/h1H2,,25.0,,576.6666666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:H3C25CCO3H,O,InChI=1S/H2O/h1H2,,25.0,,1426686666.6666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HCC7CO,O,InChI=1S/H2O/h1H2,,25.0,,21970.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HO2CO35C7,O,InChI=1S/H2O/h1H2,,25.0,,4852.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HO2CO5C7,O,InChI=1S/H2O/h1H2,,25.0,,532.3333333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HO3CO6C7,O,InChI=1S/H2O/h1H2,,25.0,,619.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:PTLQCO,O,InChI=1S/H2O/h1H2,,25.0,,2068733333.3333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:PTLQOH,O,InChI=1S/H2O/h1H2,,25.0,,170840000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:PTLQOOH,O,InChI=1S/H2O/h1H2,,25.0,,1800126666.6666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:TLCOBIPEOH,O,InChI=1S/H2O/h1H2,,25.0,,1176910.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:TLOBIPEROH,O,InChI=1S/H2O/h1H2,,25.0,,1137100.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C6MOCOCO3H,O,InChI=1S/H2O/h1H2,,25.0,,1266666680.3333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C7CO2M5OH,O,InChI=1S/H2O/h1H2,,25.0,,10200.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C7CO2OCO3H,O,InChI=1S/H2O/h1H2,,25.0,,1366666683.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C7M2CO5OH,O,InChI=1S/H2O/h1H2,,25.0,,32200.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C817OH,O,InChI=1S/H2O/h1H2,,25.0,,189666.66666666663,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C818CO,O,InChI=1S/H2O/h1H2,,25.0,,17667100.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C818OH,O,InChI=1S/H2O/h1H2,,25.0,,99358000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C818OOH,O,InChI=1S/H2O/h1H2,,25.0,,1700030333.3333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C819OOH,O,InChI=1S/H2O/h1H2,,25.0,,1187687666.6666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C81OOH,O,InChI=1S/H2O/h1H2,,25.0,,2381000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C820OOH,O,InChI=1S/H2O/h1H2,,25.0,,767133338666.6666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C826CO3OH,O,InChI=1S/H2O/h1H2,,25.0,,23000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C827OH,O,InChI=1S/H2O/h1H2,,25.0,,19100.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C829OH,O,InChI=1S/H2O/h1H2,,25.0,,66671333.333333336,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C829OOH,O,InChI=1S/H2O/h1H2,,25.0,,960003100.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C82OOH,O,InChI=1S/H2O/h1H2,,25.0,,3060600.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C84OH,O,InChI=1S/H2O/h1H2,,25.0,,14766.666666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C88OH,O,InChI=1S/H2O/h1H2,,25.0,,369966.6666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:EBZOBPEROH,O,InChI=1S/H2O/h1H2,,25.0,,1133610.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HO34CO6C8,O,InChI=1S/H2O/h1H2,,25.0,,90110.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HO3CO46C8,O,InChI=1S/H2O/h1H2,,25.0,,3710.0,https://doi.org/10.5194/acp-23-10901-2023,1
