Compound,SMILES,InChI,logS,Temperature,logS-dataSource,HenryConstant,HenryConstant-dataSource,nIsomers
MCM:NO3CH2CHO,O,InChI=1S/H2O/h1H2,,25.0,,34.71333333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C3PAN2,O,InChI=1S/H2O/h1H2,,25.0,,2533.353,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CHOPRNO3,O,InChI=1S/H2O/h1H2,,25.0,,16.344333333333335,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:BUTAL2NO3,O,InChI=1S/H2O/h1H2,,25.0,,9.039666666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:BUTALNO3,O,InChI=1S/H2O/h1H2,,25.0,,18.086666666666662,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C4CONO3OOH,O,InChI=1S/H2O/h1H2,,25.0,,306673.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C4NO3COOOH,O,InChI=1S/H2O/h1H2,,25.0,,240335.3,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CHOC2PAN,O,InChI=1S/H2O/h1H2,,25.0,,4033.42,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CONM2CHO,O,InChI=1S/H2O/h1H2,,25.0,,2233.3483333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CONM2CO3H,O,InChI=1S/H2O/h1H2,,25.0,,1900000.5333333327,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CONM2PAN,O,InChI=1S/H2O/h1H2,,25.0,,101666.66676,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:IBUALANO3,O,InChI=1S/H2O/h1H2,,25.0,,22.766666666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:IBUDIALPAN,O,InChI=1S/H2O/h1H2,,25.0,,1566.6686666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:MALDIALPAN,O,InChI=1S/H2O/h1H2,,25.0,,11333.340666666663,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:MPRBNO3CHO,O,InChI=1S/H2O/h1H2,,25.0,,4.470999999999999,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:NC3CHO,O,InChI=1S/H2O/h1H2,,25.0,,48.9,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C3M3CHONO3,O,InChI=1S/H2O/h1H2,,25.0,,6.956666666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C3MCODBPAN,O,InChI=1S/H2O/h1H2,,25.0,,9866.668933333332,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C3MNO3CHO,O,InChI=1S/H2O/h1H2,,25.0,,7.206333333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C4CHOBNO3,O,InChI=1S/H2O/h1H2,,25.0,,10.632,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C4NO3CHO,O,InChI=1S/H2O/h1H2,,25.0,,3.2366666666666664,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C514NO3,O,InChI=1S/H2O/h1H2,,25.0,,14009.333333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C52NO31CO,O,InChI=1S/H2O/h1H2,,25.0,,6.271999999999999,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CO1M22PAN,O,InChI=1S/H2O/h1H2,,25.0,,800.0014666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:MC3CODBPAN,O,InChI=1S/H2O/h1H2,,25.0,,8866.680333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:NC4CHO,O,InChI=1S/H2O/h1H2,,25.0,,42.1,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C522PAN,O,InChI=1S/H2O/h1H2,,25.0,,2933.366,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C65NO36CHO,O,InChI=1S/H2O/h1H2,,25.0,,4.938,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CHOC4PAN,O,InChI=1S/H2O/h1H2,,25.0,,1866.77,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CO1C6NO3,O,InChI=1S/H2O/h1H2,,25.0,,12.033333333333331,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C615PAN,O,InChI=1S/H2O/h1H2,,25.0,,476666.7133333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C729NO3,O,InChI=1S/H2O/h1H2,,25.0,,14.49,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C729PAN,O,InChI=1S/H2O/h1H2,,25.0,,1733.4,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C810NO3,O,InChI=1S/H2O/h1H2,,25.0,,3510.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C822NO3,O,InChI=1S/H2O/h1H2,,25.0,,12.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C830NO3,O,InChI=1S/H2O/h1H2,,25.0,,12.92,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C831NO3,O,InChI=1S/H2O/h1H2,,25.0,,4051.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C89NO3,O,InChI=1S/H2O/h1H2,,25.0,,13.333333333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:NC826OOH,O,InChI=1S/H2O/h1H2,,25.0,,80345333.33333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C822PAN,O,InChI=1S/H2O/h1H2,,25.0,,1300.1133333333337,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C830PAN,O,InChI=1S/H2O/h1H2,,25.0,,1866.7033333333327,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C89PAN,O,InChI=1S/H2O/h1H2,,25.0,,1900.4666666666665,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:NC91CHO,O,InChI=1S/H2O/h1H2,,25.0,,10.027,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C126NO3,O,InChI=1S/H2O/h1H2,,25.0,,17.433333333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C126PAN,O,InChI=1S/H2O/h1H2,,25.0,,1733.8,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C136NO3,O,InChI=1S/H2O/h1H2,,25.0,,15.566666666666668,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:NC1313OOH,O,InChI=1S/H2O/h1H2,,25.0,,97000766.66666669,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C136PAN,O,InChI=1S/H2O/h1H2,,25.0,,1501.3666666666668,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C42AOH,O,InChI=1S/H2O/h1H2,,25.0,,5935.166666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HCOCOHPAN,O,InChI=1S/H2O/h1H2,,25.0,,220000.07,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C41NO3,O,InChI=1S/H2O/h1H2,,25.0,,6333700.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C42OH,O,InChI=1S/H2O/h1H2,,25.0,,5933390.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C42OOH,O,InChI=1S/H2O/h1H2,,25.0,,48000060.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C4OCCOHNO3,O,InChI=1S/H2O/h1H2,,25.0,,3833.866666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:COCCOHNO3,O,InChI=1S/H2O/h1H2,,25.0,,21668.93333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:COHM2PAN,O,InChI=1S/H2O/h1H2,,25.0,,95000.01666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:MACRNB,O,InChI=1S/H2O/h1H2,,25.0,,4667.033333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:MACRNO3,O,InChI=1S/H2O/h1H2,,25.0,,9034.4,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C4M2ALOHNO3,O,InChI=1S/H2O/h1H2,,25.0,,750000.7333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C510OH,O,InChI=1S/H2O/h1H2,,25.0,,4333361.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C510OOH,O,InChI=1S/H2O/h1H2,,25.0,,28333933.33333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C57NO3,O,InChI=1S/H2O/h1H2,,25.0,,11000226.666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C58NO3,O,InChI=1S/H2O/h1H2,,25.0,,4266836.666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:DNC524CO,O,InChI=1S/H2O/h1H2,,25.0,,2686673000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HNC524CO,O,InChI=1S/H2O/h1H2,,25.0,,5966686333.333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HPNC524CO,O,InChI=1S/H2O/h1H2,,25.0,,1572333396666.6667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:INAHCHO,O,InChI=1S/H2O/h1H2,,25.0,,5333373.333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:INAHPCHO,O,InChI=1S/H2O/h1H2,,25.0,,542000036.6666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:INANCHO,O,InChI=1S/H2O/h1H2,,25.0,,1400002.1,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:INB1HPCHO,O,InChI=1S/H2O/h1H2,,25.0,,473000566.6666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:INB1NACHO,O,InChI=1S/H2O/h1H2,,25.0,,3133338.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:INB1NBCHO,O,InChI=1S/H2O/h1H2,,25.0,,2466675.6666666665,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:INCNCHO,O,InChI=1S/H2O/h1H2,,25.0,,1966667.7,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:INDHCHO,O,InChI=1S/H2O/h1H2,,25.0,,6266750.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:INDHPCHO,O,InChI=1S/H2O/h1H2,,25.0,,471001333.3333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:MMALNACO3H,O,InChI=1S/H2O/h1H2,,25.0,,310666933.3333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:MMALNAPAN,O,InChI=1S/H2O/h1H2,,25.0,,34333333.341,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:MMALNBCO3H,O,InChI=1S/H2O/h1H2,,25.0,,323000083.3333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:MMALNBPAN,O,InChI=1S/H2O/h1H2,,25.0,,18666666.670333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:NMBOBCO,O,InChI=1S/H2O/h1H2,,25.0,,13333.866666666669,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C1H4C5PAN,O,InChI=1S/H2O/h1H2,,25.0,,10300003.333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C623NO3,O,InChI=1S/H2O/h1H2,,25.0,,34007333.333333336,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C67NO3,O,InChI=1S/H2O/h1H2,,25.0,,28014.33333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C68NO3,O,InChI=1S/H2O/h1H2,,25.0,,27672.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CO1H63NO3,O,InChI=1S/H2O/h1H2,,25.0,,205233.3333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:NC623OH,O,InChI=1S/H2O/h1H2,,25.0,,104000076.66666669,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:NC623OOH,O,InChI=1S/H2O/h1H2,,25.0,,353356333.3333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C728NO3,O,InChI=1S/H2O/h1H2,,25.0,,77433333.33333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C730NO3,O,InChI=1S/H2O/h1H2,,25.0,,477366000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:NC728OH,O,InChI=1S/H2O/h1H2,,25.0,,190699333.3333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:NC728OOH,O,InChI=1S/H2O/h1H2,,25.0,,326736666.6666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:NC730OH,O,InChI=1S/H2O/h1H2,,25.0,,90671666.66666669,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:NC730OOH,O,InChI=1S/H2O/h1H2,,25.0,,1160020000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C826NO3,O,InChI=1S/H2O/h1H2,,25.0,,18618333.33333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:NC826OH,O,InChI=1S/H2O/h1H2,,25.0,,23934500.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C127NO3,O,InChI=1S/H2O/h1H2,,25.0,,63140.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C1311NO3,O,InChI=1S/H2O/h1H2,,25.0,,55666.66666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C1313NO3,O,InChI=1S/H2O/h1H2,,25.0,,22374000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:NC1313OH,O,InChI=1S/H2O/h1H2,,25.0,,25700183.33333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C3NO3COOOH,O,InChI=1S/H2O/h1H2,,25.0,,206733.3333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CH3COPAN,O,InChI=1S/H2O/h1H2,,25.0,,1566.6674,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:BUTONENO3,O,InChI=1S/H2O/h1H2,,25.0,,14.058,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CO23C4NO3,O,InChI=1S/H2O/h1H2,,25.0,,2733.357,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CO2C3PAN,O,InChI=1S/H2O/h1H2,,25.0,,2133.373333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CO2N3CO3H,O,InChI=1S/H2O/h1H2,,25.0,,2450015.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CO2N3PAN,O,InChI=1S/H2O/h1H2,,25.0,,180000.0007666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:COC4NO3OOH,O,InChI=1S/H2O/h1H2,,25.0,,176033.33333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:MEKANO3,O,InChI=1S/H2O/h1H2,,25.0,,45.59666666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:NMVK,O,InChI=1S/H2O/h1H2,,25.0,,39.11333333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C4M2NO3ONE,O,InChI=1S/H2O/h1H2,,25.0,,3.7196666666666665,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C4M3NO3ONE,O,InChI=1S/H2O/h1H2,,25.0,,13.226666666666668,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C4MCNO3OOH,O,InChI=1S/H2O/h1H2,,25.0,,124340.66666666669,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C51NO324CO,O,InChI=1S/H2O/h1H2,,25.0,,7869.333333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C51NO32CO,O,InChI=1S/H2O/h1H2,,25.0,,12.386666666666663,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C52NO33CO,O,InChI=1S/H2O/h1H2,,25.0,,7.187333333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C53NO324CO,O,InChI=1S/H2O/h1H2,,25.0,,3700.043333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C53NO32CO,O,InChI=1S/H2O/h1H2,,25.0,,7.523,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C5CONO3OOH,O,InChI=1S/H2O/h1H2,,25.0,,97911.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C5COO2NO2,O,InChI=1S/H2O/h1H2,,25.0,,15533.349,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C5NO3O4OOH,O,InChI=1S/H2O/h1H2,,25.0,,161536.66666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C5NO3OAOOH,O,InChI=1S/H2O/h1H2,,25.0,,317033.3333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C5ONO34OOH,O,InChI=1S/H2O/h1H2,,25.0,,210009.66666666663,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C5PAN16,O,InChI=1S/H2O/h1H2,,25.0,,1300.0196666666668,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C5PAN2,O,InChI=1S/H2O/h1H2,,25.0,,3833.5033333333336,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C5PAN7,O,InChI=1S/H2O/h1H2,,25.0,,1233.3433333333337,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C5PAN9,O,InChI=1S/H2O/h1H2,,25.0,,516666.6843333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:DIEKBNO3,O,InChI=1S/H2O/h1H2,,25.0,,20.16333333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:INANCOCO3H,O,InChI=1S/H2O/h1H2,,25.0,,151333333.73333332,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:INANCOPAN,O,InChI=1S/H2O/h1H2,,25.0,,8100000.000026667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:MIPKBNO3,O,InChI=1S/H2O/h1H2,,25.0,,20.37333333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:MPRKNO3,O,InChI=1S/H2O/h1H2,,25.0,,14.986666666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C3COCPAN,O,InChI=1S/H2O/h1H2,,25.0,,900.0163333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C4MCODBPAN,O,InChI=1S/H2O/h1H2,,25.0,,12700.004666666668,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C62NO335CO,O,InChI=1S/H2O/h1H2,,25.0,,3134.633333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C62NO33CO,O,InChI=1S/H2O/h1H2,,25.0,,4.815,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C63NO32CO,O,InChI=1S/H2O/h1H2,,25.0,,5.218333333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C64NO335CO,O,InChI=1S/H2O/h1H2,,25.0,,2533.36,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C66NO35CO,O,InChI=1S/H2O/h1H2,,25.0,,8.813333333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C6CO134PAN,O,InChI=1S/H2O/h1H2,,25.0,,413333.3406666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C6CONO3OOH,O,InChI=1S/H2O/h1H2,,25.0,,173460.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C6DCARBPAN,O,InChI=1S/H2O/h1H2,,25.0,,8366.676666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C6NO324CO,O,InChI=1S/H2O/h1H2,,25.0,,4634.8,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C6NO3COOOH,O,InChI=1S/H2O/h1H2,,25.0,,196863.3333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C6PAN12,O,InChI=1S/H2O/h1H2,,25.0,,1700.0666666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C6PAN16,O,InChI=1S/H2O/h1H2,,25.0,,576.6726666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C6PAN2,O,InChI=1S/H2O/h1H2,,25.0,,2166.8,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C6PAN5,O,InChI=1S/H2O/h1H2,,25.0,,1700.1366666666663,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C6PAN6,O,InChI=1S/H2O/h1H2,,25.0,,786.6716666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C6PAN7,O,InChI=1S/H2O/h1H2,,25.0,,466666.67566666665,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CONO3C6OOH,O,InChI=1S/H2O/h1H2,,25.0,,154338.33333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CYHXONANO3,O,InChI=1S/H2O/h1H2,,25.0,,127.93333333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:ECO3PAN,O,InChI=1S/H2O/h1H2,,25.0,,273333333.3334467,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:EIPKBNO3,O,InChI=1S/H2O/h1H2,,25.0,,10.623333333333331,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HEX2ONANO3,O,InChI=1S/H2O/h1H2,,25.0,,8.956666666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HEX2ONBNO3,O,InChI=1S/H2O/h1H2,,25.0,,11.866666666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HEX3ONANO3,O,InChI=1S/H2O/h1H2,,25.0,,8.333333333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HEX3ONDNO3,O,InChI=1S/H2O/h1H2,,25.0,,13.643333333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:M2BKANO3,O,InChI=1S/H2O/h1H2,,25.0,,10.486666666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:MC4CODBPAN,O,InChI=1S/H2O/h1H2,,25.0,,12700.007333333331,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:MIBKANO3,O,InChI=1S/H2O/h1H2,,25.0,,6.056666666666668,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:MTBKNO3,O,InChI=1S/H2O/h1H2,,25.0,,9.846666666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:NBZQOOH,O,InChI=1S/H2O/h1H2,,25.0,,1253333900.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C627PAN,O,InChI=1S/H2O/h1H2,,25.0,,1303340.3333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C7ADCPAN,O,InChI=1S/H2O/h1H2,,25.0,,15500.027,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C7DCPAN,O,InChI=1S/H2O/h1H2,,25.0,,5033.338,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C7DDCPAN,O,InChI=1S/H2O/h1H2,,25.0,,6200.001833333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C7PAN3,O,InChI=1S/H2O/h1H2,,25.0,,215666667.13333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:IC7DCPAN,O,InChI=1S/H2O/h1H2,,25.0,,5433.336033333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:NC71CO,O,InChI=1S/H2O/h1H2,,25.0,,9633733.333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:NC71OOH,O,InChI=1S/H2O/h1H2,,25.0,,683520000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:NC72OOH,O,InChI=1S/H2O/h1H2,,25.0,,112000193333.33331,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:NPTLQOOH,O,InChI=1S/H2O/h1H2,,25.0,,893333533.3333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C5DBEPAN,O,InChI=1S/H2O/h1H2,,25.0,,1200000.0032,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C5EDBPAN,O,InChI=1S/H2O/h1H2,,25.0,,1200000.0025333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C727PAN,O,InChI=1S/H2O/h1H2,,25.0,,513334.7,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C7CODBPAN,O,InChI=1S/H2O/h1H2,,25.0,,3766.6679333333336,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C817NO3,O,InChI=1S/H2O/h1H2,,25.0,,13503.333333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:NMXYQOOH,O,InChI=1S/H2O/h1H2,,25.0,,432000133.3333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:NOXYQOOH,O,InChI=1S/H2O/h1H2,,25.0,,626666806.6666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:NPEBQOOH,O,InChI=1S/H2O/h1H2,,25.0,,753333516.6666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:NPXYQOOH,O,InChI=1S/H2O/h1H2,,25.0,,431000076.6666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C816PAN,O,InChI=1S/H2O/h1H2,,25.0,,1233.4,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C817PAN,O,InChI=1S/H2O/h1H2,,25.0,,763440.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C827PAN,O,InChI=1S/H2O/h1H2,,25.0,,336667.43333333335,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C828PAN,O,InChI=1S/H2O/h1H2,,25.0,,123666667.03333336,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C88PAN,O,InChI=1S/H2O/h1H2,,25.0,,5233345.333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C917NO3,O,InChI=1S/H2O/h1H2,,25.0,,85533.33333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C923NO3,O,InChI=1S/H2O/h1H2,,25.0,,11.7,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C928NO3,O,InChI=1S/H2O/h1H2,,25.0,,11086.666666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C96NO3,O,InChI=1S/H2O/h1H2,,25.0,,21.46666666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C9DCNO3,O,InChI=1S/H2O/h1H2,,25.0,,248773.3333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C9PAN2,O,InChI=1S/H2O/h1H2,,25.0,,1933.6233333333328,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:NIPRBQOOH,O,InChI=1S/H2O/h1H2,,25.0,,660000083.3333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:NLMKAOOH,O,InChI=1S/H2O/h1H2,,25.0,,465100.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:NMETLQOOH,O,InChI=1S/H2O/h1H2,,25.0,,383333380.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:NOETLQOOH,O,InChI=1S/H2O/h1H2,,25.0,,470000126.6666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:NOPINANO3,O,InChI=1S/H2O/h1H2,,25.0,,89.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:NOPINBNO3,O,InChI=1S/H2O/h1H2,,25.0,,115.66666666666669,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:NOPINCNO3,O,InChI=1S/H2O/h1H2,,25.0,,37.66666666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:NPETLQOOH,O,InChI=1S/H2O/h1H2,,25.0,,382666753.3333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:NPPRBQOOH,O,InChI=1S/H2O/h1H2,,25.0,,593333390.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:NTM124QOOH,O,InChI=1S/H2O/h1H2,,25.0,,293000017.6666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C1011NO3,O,InChI=1S/H2O/h1H2,,25.0,,13.466666666666669,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C10PAN2,O,InChI=1S/H2O/h1H2,,25.0,,1568.2333333333331,https://doi.org/10.5194/acp-23-10901-2023,1
