,MSE,R2
StandardScaler(),0.0022124110441212237,0.18760163739993574
RobustScaler(),0.0017834580588732218,0.3451133727412786
MaxAbsScaler(),0.005348892816866713,-0.9641159257871006
PowerTransformer(standardize=False),0.00588246129862575,-1.1600425200191498
None,0.0014833364084455153,0.45531818212160025
normalize,0.001566419931843621,0.42480987375502577
MinMaxScaler(),0.005348892816866713,-0.9641159257871006
