Y,Y_hat
0.5961304877145006,0.6206023424890774
0.2595315114226951,0.29016986045534643
0.2316434009747862,0.2753225841162613
0.561185053517413,0.6168824236865986
0.5103779822255958,0.6331954859083208
0.3324355265826396,0.335100491435974
0.5721399045147278,0.5565223429171656
0.4319121331632045,0.3976249200289424
0.5816443264209845,0.5254048521155695
0.8398036007978336,0.6980926357212012
0.20165594510516,0.20702726559105372
0.5114887432412073,0.5163950562892231
0.9855902284203852,0.9633145825183382
0.399282629114456,0.464555878145048
0.4375511020697148,0.44205787562019283
0.4061601285515361,0.41342458338546534
0.3809694395793807,0.3949166496274006
0.5057456531867437,0.7034021343849511
0.6075434414831082,0.6070765457550427
0.546212040929564,0.621970617188677
0.4643935657544873,0.45685097144105447
0.3099025080918367,0.3045343906293139
0.2863322474859938,0.32510633879911893
0.5174490760183412,0.5508720277676652
0.6593037199108613,0.5980353254041808
0.1925529914519312,0.20045457828034158
0.4449688617809746,0.4390756547143047
0.5059108980517166,0.48030986730770114
0.6400443280006443,0.6461226003355326
0.7965051760303663,0.7467992382601314
0.6175233201551473,0.5613489425460798
0.5375481628937313,0.4923851307546909
0.2910238871341398,0.28785049980786337
0.48572279787368,0.5006228583770945
0.2746566834236273,0.3301237440040322
0.5410240081378821,0.5371131235546202
0.4703989290950967,0.4825594054825292
0.3273017421228333,0.32532938916895376
0.4634883542085646,0.46248587004106534
0.2157316263976396,0.2149060281434937
0.63383880078829,0.636721164962258
0.4535156307979212,0.47348281511404433
0.6106982221173582,0.5988969569749252
0.3772697796098781,0.4035037072087176
0.4229469902508631,0.41790390547929585
0.356499125201772,0.453747817469562
0.3297483496804769,0.3451139956193919
0.5877589075419142,0.5852506024111329
0.4084526465750658,0.4692130865286497
0.6724730219884065,0.594865843919099
0.9657670008337428,0.8086746012127476
0.6395271094526416,0.6313853069601931
0.2207833604892364,0.23167794687947746
0.264687569035006,0.26915396223344423
0.4719803949179718,0.4777848888954457
0.1519793294593762,0.35210219085179234
0.5500043149597866,0.544206428633209
0.2360239090407676,0.25233758471875445
