Algorithm,MSE,R2
AdaBoost,1.1836570397857014,0.8338944856615825
KernelRidgeRegression,1.214606474400287,0.8249706244474225
KNN,1.0512839810729349,0.8538006792229449
LGBM,0.7113970964307328,0.8984465982265009
RandomForest,0.8592095447418333,0.8774095440877964
